"","ModelID","ID","GSM1169222","GSM1169223","GSM1169224","GSM1169225","GSM1169226","GSM1169227","GSM1169228","GSM1169229","GSM1169230","GSM1169231","GSM1169232","GSM1169233","GSM1169234","GSM1169235","GSM1169236","GSM1169237"
"470","'PCCGCIGL_06887'","Skluy_24.1.19:19",0.154367353,0.43980249,0.580100515,0.491603769,0.482669288,0.494135017,0.255807707,0.426869674,0.513313088,0.847083166,0.540611917,0.744093868,-0.711406375,-0.27644171,-0.427824264,-0.370336956
"471","'PCCGCIGL_05029'","Skluy_9.6.23:23",0.107615652,0.01408139,0.012490417,0.046986053,-0.10547788,-0.203852851,-0.039210901,-0.088753844,0.572037409,0.742265466,0.555545738,0.458868004,-0.047492148,0.251699497,0.182889506,-0.054338027
"472","'PCCGCIGL_00657'","Skluy_31.3.9:9",-0.349492242,-0.210062899,-0.118003417,-0.256709758,0.136811964,0.185723494,0.212290219,0.094223644,-0.402843945,-0.742541988,-0.816282685,-0.684624781,-0.240707025,-0.355143431,-0.451704556,-0.167476508
"473","'PCCGCIGL_07391'","Skluy_6.3.17:17",0.526311193,0.341996211,0.429356162,0.442020413,0.508453131,0.358171792,0.51182605,0.480439757,0.896316892,0.696505226,0.821025683,0.968646043,-1.090124216,-1.241281377,-1.516891255,-1.339459697
"474","'PCCGCIGL_07498'","Skluy_53.2.2:2",-0.062014072,-0.025630918,-0.129992591,-0.045785423,-0.151268226,-0.101539959,-0.027665355,-0.009819747,0.376971363,0.126603551,0.034041302,0.19765876,-0.114413524,-0.108763688,-0.243174547,-0.094764689
"475","'PCCGCIGL_03980'","Skluy_4.6.6:6",2.059472365,1.94272248,1.934649653,2.084928042,1.535041894,1.630018084,1.711189223,1.6048699,2.43794058,1.975229073,2.181373946,2.012506911,0.976951472,1.085311953,0.677623521,0.962452781
"476","'PCCGCIGL_06155'","Skluy_65.1.4:4",0.065262228,0.101066453,0.049342129,0.03653845,-0.042558191,-0.339760686,-0.156290691,-0.129683709,0.277152444,0.29710374,0.438766336,0.301152761,-0.172553114,-0.08199696,-0.253583554,-0.247632209
"477","'PCCGCIGL_02915'","Skluy_59.6.2:2",0.151959449,0.237942069,0.172420127,0.065919364,0.559237962,0.288574603,0.411167277,0.453251847,-0.334767643,-0.426870191,-0.381217517,-0.135775632,-0.01043157,-0.080158758,-0.121384437,0.139971239
"478","'PCCGCIGL_02252'","Skluy_50.3.22:22",-0.306123932,-0.331231277,-0.311764915,-0.507710554,-0.237867665,-0.594503657,-0.28346083,-0.278669942,-0.068405022,-0.308485331,-0.121571395,0.004205318,-0.281764551,-0.245592126,-0.218561506,-0.29438718
"479","'PCCGCIGL_03939'","Skluy_4.7.2:2",-0.148722278,-0.266570465,-0.298499805,-0.278806573,-0.016461996,-0.026874885,0.01610604,0.043786678,-0.053910406,-0.144622433,-0.06774022,-0.106616493,-0.36512598,-0.521056474,-0.554094831,-0.353854076
"480","'PCCGCIGL_01038'","Skluy_70.2.1:1",-2.095663653,-2.028566045,-2.257786268,-2.437758658,-1.589144865,-1.690181867,-1.61777655,-1.488816475,-1.241344892,-1.538959243,-1.283440735,-1.20858151,1.333409728,1.409663118,1.22890392,1.617528577
"481","'PCCGCIGL_03038'","Skluy_47.1.22:22",0.090770287,0.057103803,0.209844346,0.093336476,0.080080715,0.175557623,0.151600275,0.131699674,0.757576125,1.002902752,0.938386026,0.820183473,0.192292525,0.29884612,0.382993543,0.214885819
"482","'PCCGCIGL_04053'","Skluy_4.2.7:7",-0.08424875,-0.076166358,-0.155677776,-0.22958277,-0.216549815,-0.200358575,-0.266856631,-0.360828609,-0.379432927,-0.655558067,-0.469362346,-0.322087973,0.489823799,0.496345318,0.327732031,0.438486477
"483","'PCCGCIGL_03679'","Skluy_69.2.11:11",0.467348143,0.542361345,0.417084805,0.434691587,0.704990859,0.748161628,0.638735604,0.754226925,-0.127921362,-0.257539365,-0.153104583,-0.277119225,-0.00096702,-0.228910037,-0.061114801,-0.159195377
"484","'PCCGCIGL_00078'","Skluy_174.1.4:4",-0.241489284,-0.29461554,-0.250445029,-0.243259182,-0.383975496,-0.247863774,-0.412795939,-0.399362562,-0.579922845,-0.505682952,-0.748343161,-0.605522278,0.153521349,0.208094594,0.001687441,0.299601486
"485","'PCCGCIGL_07246'","Skluy_0.4.25:25",0.312554495,0.29969489,0.388695747,0.433993024,0.362917017,0.543827014,0.510955826,0.331944447,0.641423117,0.897856426,0.770669194,0.705166707,0.0803651,0.169575268,0.217767636,0.102954832
"486","'PCCGCIGL_04546'","Skluy_27.1.36:36",-0.494001675,-0.261457093,-0.284178127,-0.566217061,-0.32782243,-0.331613424,-0.382203223,-0.343432413,-0.400253321,-0.369599803,-0.351564001,-0.299568519,0.243328337,0.203656393,0.172294288,0.04776989
"487","'PCCGCIGL_06173'","Skluy_382.1.1:1",-0.212627366,-0.326969988,-0.149868053,0.17378815,-0.253957547,-0.316302956,-0.417496846,-0.404468514,-0.383663883,-0.363062794,-0.339577243,-0.237886584,0.449669334,0.677635957,0.468782257,0.477695848
"488","'PCCGCIGL_02866'","Skluy_128.1.6:6",-0.81550984,-0.888378757,-0.632869905,-0.677116949,-0.673434941,-0.561355664,-0.592794896,-0.636613942,0.116229223,0.017141876,-0.073368951,-0.180274551,-0.445387784,-0.63122564,-0.303663622,-0.736658752
"489","'PCCGCIGL_06758'","Skluy_115.1.1:1",-0.432206454,-0.353680143,-0.437003334,-0.098146864,-0.990650922,-1.006513843,-0.727537215,-0.622155105,1.765863153,1.708229035,1.915414473,1.044945816,-1.716211376,-1.115027273,-1.682269105,-1.9548982
"490","'PCCGCIGL_06758'","Skluy_554.1.1:1",-1.068877462,-0.813388196,-1.101386017,-1.077390356,-1.125674394,-1.955815849,-1.302300812,-1.463085609,1.990846502,1.779264494,1.449079503,1.730800454,-1.722226412,-1.534777575,-1.308550796,-1.404658686
"491","'PCCGCIGL_07720'","Skluy_66.1.20:20",-0.699225334,-0.957471697,-0.807202285,-0.912388448,-1.024780112,-1.114623067,-1.194175625,-0.88989193,-0.492209539,-0.809145287,-0.786121964,-0.973012396,0.276039017,0.162666149,0.015616896,0.173430197
"492","'PCCGCIGL_08263'","Skluy_91.3.11:11",-0.31689922,-0.345529413,-0.465452149,-0.461257633,0.005792203,-0.492637154,-0.293830568,-0.108402753,0.00440236,-0.203285789,-0.220668478,-0.237363356,0.738319231,0.894341388,0.73424885,0.930095505
"493","'PCCGCIGL_05078'","Skluy_109.1.7:7",0.180259855,0.211429317,0.168265282,0.376208767,0.278368312,0.204009109,0.451750195,0.224333809,0.139979623,0.052180453,0.178699106,0.226615758,0.294558143,0.271976741,0.116144643,0.207221839
"494","'PCCGCIGL_01363'","Skluy_61.2.32:32",3.91273251,3.657340651,3.704689278,3.698799412,0.362991239,0.310986553,0.305765215,0.229957679,4.689138881,4.461690413,4.61764903,4.48399696,-0.383994388,-0.235642676,-0.414029802,-0.343272864
"495","'PCCGCIGL_05373'","Skluy_7.3.23:23",0.190301306,0.245563675,-0.068658017,0.043368343,0.061055005,0.059172363,0.080575684,0.215418329,-0.04138009,0.094560282,0.111415984,0.015617691,-0.450954028,-0.388140358,-0.467802473,-0.500980527
"496","'PCCGCIGL_06383'","Skluy_102.2.11:11",-0.494938926,-0.131901433,-0.174611475,-0.214149889,0.443543925,0.28152541,0.278175305,0.454967148,0.217425309,0.228765321,0.168899993,0.203770732,-0.170860263,-0.072177976,-0.103394458,-0.101586828
"497","'PCCGCIGL_01352'","Skluy_61.2.27:27",-0.229460198,-0.258555567,-0.332454755,-0.312242133,-0.25733098,-0.248695582,-0.39978363,-0.140427615,-0.419939433,-0.181738209,-0.485817536,-0.257856474,0.005753411,-0.206595628,-0.001620524,-0.15784911
"498","'PCCGCIGL_04945'","Skluy_9.1.3:3",-0.44098914,-0.087723515,-0.28055744,-0.079256438,-0.054275375,0.168162901,0.180651643,-0.102173775,-0.698578093,-0.332523813,-0.665521927,-0.807523515,0.060540884,0.293818473,0.0462216,0.209324027
"499","'PCCGCIGL_03547'","Skluy_18.4.2:2",0.197045012,0.232804209,0.240448518,0.244633283,0.217176283,0.22060176,0.366311815,0.287899195,0.741693509,0.665174473,0.628448687,0.458565894,0.027410443,0.13766962,-0.018888718,0.024361621
"500","'PCCGCIGL_04954'","Skluy_9.1.8:8",-0.050233616,0.004626475,0.048916946,0.044055927,0.167970615,0.294944237,0.208775748,0.211117832,-0.628484033,-0.755101588,-0.943956245,-0.734022314,-0.161793642,-0.273877671,-0.132986678,-0.19400932
"501","'PCCGCIGL_05874'","Skluy_71.2.20:20",-0.036737274,0.121786116,0.179040091,0.091032644,-0.004116262,-0.023403992,0.080735741,-0.057030766,-0.121229991,-0.17622179,-0.374708224,-0.255562779,0.102668909,0.042915604,-0.028179281,0.170860072
"502","'PCCGCIGL_00349'","Skluy_21.1.16:16",-0.344404091,-0.272656718,-0.112967502,-0.143397766,0.246368164,0.009369941,0.253669315,0.054425087,-0.811406652,-0.629712293,-0.865094966,-0.763535389,-0.713841676,-0.487634535,-0.442201522,-0.340992331
"503","'PCCGCIGL_02573'","Skluy_33.4.3:3",3.726093838,2.657171245,2.737881939,2.217317177,-0.669943527,-0.237604462,-0.311117538,-0.697358592,9.999045842,9.036676849,9.53689857,9.248311053,-0.836098008,-1.589059948,-1.163972457,-1.427867457
"504","'PCCGCIGL_05735'","Skluy_54.2.3:3",-0.044195168,0.022915267,-0.07062638,0.108873555,-0.338217623,-0.304165372,-0.29920504,-0.503429889,1.136474097,1.131664148,1.175377435,1.060488589,0.007689034,0.24765158,0.140684626,0.10249615
"505","'PCCGCIGL_03332'","Skluy_5.2.4:4",0.628123695,0.547155948,0.393226711,0.410541723,0.402852301,0.510828813,0.344676715,0.416818754,0.468975432,0.549867275,0.664976568,0.473147817,0.320769387,0.843100529,0.548122679,0.695999926
"506","'PCCGCIGL_07008'","Skluy_76.1.15:15",-0.08744063,-0.01302791,-0.246853386,-0.218058992,-0.049007476,0.04869466,0.083530132,-0.008257655,0.330432989,0.361051712,0.341920604,0.255256075,0.149739294,0.091365746,0.004827027,0.068715795
"507","'PCCGCIGL_01964'","Skluy_19.14.1:1",0.239664769,-0.041085996,0.045306777,-0.172661751,0.10002616,0.394036456,0.045106935,0.126951448,1.139037779,1.358081253,1.258232533,1.32606776,0.645140796,1.260403535,0.499308785,0.960116565
"508","'PCCGCIGL_02380'","Skluy_147.1.2:2",-0.063917079,-0.169873526,-0.127464791,-0.144432945,0.515027236,0.221251676,0.282771155,0.399053871,0.762659371,0.617560688,0.615667665,0.680088518,-0.089108389,0.034657827,0.18485605,-0.149434341
"509","'PCCGCIGL_04798'","Skluy_35.1.3:3",-0.331559043,0.198098778,-0.330726328,-0.345538287,-1.676710703,-1.641287818,-1.83104127,-1.957241922,-1.106570833,-1.43429091,-1.43672478,-1.060881462,1.440323806,1.386646392,1.189076743,1.176318396
"510","'PCCGCIGL_03671'","Skluy_108.1.1:1",-2.833627113,-2.994048844,-1.509899807,-2.444515156,-0.797191489,-1.371044743,-0.285561277,-0.577512234,-0.145794739,-0.459133557,-1.799999593,1.665731469,-2.843212467,-3.141421479,-3.008688929,-2.804268853
"511","'PCCGCIGL_03671'","Skluy_69.2.5:5",0.123897049,-0.408238562,-0.494601192,-0.642184162,-1.221860967,-1.482903319,-1.256396525,-1.155504842,-0.649356934,-1.147019625,-0.822242316,-1.054464055,1.452354802,0.374793089,0.151333056,0.540284185
"512","'PCCGCIGL_05655'","Skluy_96.1.9:9",-0.144080285,-0.010691579,-0.144573028,0.052942218,-0.006762939,0.076412992,-0.160939161,0.036419462,0.773927002,0.743537119,0.881307424,0.700158542,0.18184855,0.158951762,0.008080786,0.122283315
"513","'PCCGCIGL_06370'","Skluy_102.2.2:2",-0.071408145,-0.110216089,-0.026668054,0.025376436,0.155514064,-0.165610565,-0.038627535,-0.061906572,-0.143657396,-0.382235488,-0.448839801,-0.32389383,-0.183702883,-0.403404317,-0.156329414,-0.111522104
"514","'PCCGCIGL_07047'","Skluy_0.1.14:14",0.099024497,0.143383774,0.158387259,0.200587244,0.032936724,0.359171147,0.317381307,0.408837645,-0.170704799,-0.314402248,-0.1994342,-0.212323209,-0.294609492,-0.218133385,-0.410120304,-0.09752846
"515","'PCCGCIGL_05726'","Skluy_54.1.4:4",0.235824863,0.37847142,0.212619103,0.108255753,0.068791744,-0.145605038,-0.08967048,0.150432842,-0.11254467,0.044683255,-0.092180319,-0.021490609,0.200419681,0.254405252,0.2170504,0.072952575
"516","'PCCGCIGL_00057'","Skluy_98.1.11:11",0.56336085,0.426120855,0.417389686,0.527550481,0.405894298,0.500291044,0.317769364,0.226379225,0.599209573,0.598446328,0.507082319,0.602538921,-0.124711431,0.118152926,-0.029015338,0.032869316
"517","'PCCGCIGL_05565'","Skluy_8.3.15:15",-0.159391055,-0.251290904,-0.252446353,-0.287917301,-0.780697098,-0.899822624,-0.741262293,-0.743076442,0.013221532,0.139904157,-0.058236532,0.057617354,0.386037422,-0.018513743,0.197141573,0.151934545
"518","'PCCGCIGL_08098'","Skluy_11.1.11:11",-0.202729426,-0.678688727,-1.023094888,-1.249711687,-0.649756317,-1.070753067,-0.816924828,-0.867903741,-0.652735191,-1.65170388,-1.298942211,-1.244632915,-0.006823383,-0.783967445,-1.001136019,-0.522687449
"519","'PCCGCIGL_01272'","Skluy_37.1.12:12",-0.317212233,0.005777349,-0.036419655,0.121151368,0.156145474,0.422868646,0.169780528,0.237730362,0.409179541,0.414030571,0.399311284,0.398395503,0.102429339,0.26934497,0.164619856,0.076995849
"520","'PCCGCIGL_00927'","Skluy_46.2.9:9",-2.571187786,-1.818660378,-1.322426816,-1.486330068,-2.588931218,-1.750293022,-2.181086184,-2.743196648,-3.578083001,-4.455569522,-4.175081455,-4.57332042,-0.066797204,-0.316329592,-0.799728877,-1.774687157
"521","'PCCGCIGL_07100'","Skluy_0.3.10:10",-0.026161923,-0.147424723,-0.249278765,-0.03962653,-0.198778449,-0.42207347,-0.181724747,-0.250080981,0.252656067,0.36066607,0.150838899,0.199912793,-0.300482781,-0.552035082,-0.355275616,-0.431362977
"522","'PCCGCIGL_06792'","Skluy_99.2.4:4",0.198809931,0.175765618,0.256619732,0.133480841,0.347233757,0.258307151,0.3847958,0.394406331,0.216681242,0.20734297,0.349006407,0.254933348,0.270169547,0.253584576,0.072560666,0.183808336
"523","'PCCGCIGL_02451'","Skluy_44.1.27:27",0.24118744,1.389661002,1.529407992,0.638765407,0.18907725,-0.029451059,0.059876377,0.856271222,1.501776763,0.290325684,0.153183437,0.101795022,-0.021975278,0.663359909,0.270995924,0.295279312
"524","'PCCGCIGL_06932'","Skluy_3.2.11:11",-0.931182032,-1.32219621,-1.019861364,-1.002883459,-1.309804576,-1.082018435,-1.323006902,-1.059455111,-1.22558946,-1.19567911,-1.162675474,-1.078946312,0.568992489,0.586769137,0.533420307,0.549413119
"525","'PCCGCIGL_06932'","Skluy_32.2.11:11",0.041182884,0.23017422,0.310960693,0.436413087,0.010583788,0.151297231,-0.101412008,-0.008033236,0.148380125,0.391250509,0.150029758,0.186203337,0.184262889,0.150388301,0.300231499,0.274510709
"526","'PCCGCIGL_07349'","Skluy_36.1.2:2",-0.108675038,0.020104878,0.021241192,0.260929308,0.272655467,0.574528346,0.332111723,0.164453586,0.035271338,0.213422385,0.027099088,0.117093688,-0.190267276,-0.258934478,-0.16093332,-0.15322116
"527","'PCCGCIGL_07464'","Skluy_6.4.41:41",-0.178606961,-0.07496237,-0.091918364,-0.134467574,-0.117876909,-0.131790224,-0.166795492,-0.232604946,-0.263076846,0.050782994,-0.240853964,-0.079703982,-0.031542915,-0.142603379,-0.106636692,-0.095973907
"528","'PCCGCIGL_06859'","Skluy_24.3.6:6",-0.324120741,-0.379215276,-0.194902542,-0.027776911,-0.289522729,-0.230641475,-0.180509376,-0.26755321,0.65613814,0.743266353,0.561070036,0.755408071,-0.265264892,-0.2837603,-0.198157321,-0.329911806
"529","'PCCGCIGL_07450'","Skluy_6.4.31:31",-0.277101414,-0.093409595,-0.161106978,-0.100817324,-0.180860861,-0.014861237,-0.20811303,-0.229276682,-0.397002366,-0.264489355,-0.361023164,-0.447888256,0.678625109,0.549161433,1.072698863,0.851033687
"530","'PCCGCIGL_06117'","Skluy_1.1.39:39",NA,NA,-0.034429187,NA,0.007820884,NA,NA,NA,NA,-0.193897346,NA,NA,-0.248954907,NA,NA,NA
"531","'PCCGCIGL_06117'","Skluy_65.1.30:30",-0.946075903,-0.913247551,-0.841947261,-1.05615151,-1.337908644,-1.531261354,-1.348303827,-1.246191959,-0.593685555,-0.545846075,-0.483793388,-0.651617278,0.4591145,0.181849149,0.472837794,0.284007767
"532","'PCCGCIGL_07416'","Skluy_6.4.4:4",-0.577198287,-0.797121132,-0.914686748,-1.034013485,-0.992019491,-1.171871527,-0.875386875,-1.030445915,-0.965948353,-1.368318428,-1.191847452,-1.003143748,0.189454831,-0.468906661,-0.246393688,-0.204401449
"533","'PCCGCIGL_03808'","Skluy_3.3.15:15",-0.312912003,-0.266259721,-0.40899212,-0.298678035,-0.112729435,-0.208221451,-0.297579306,-0.271686138,0.137434588,-0.185228318,-0.022406857,-0.059165012,-0.155348013,-0.217440276,-0.302159439,-0.167532554
"534","'PCCGCIGL_00846'","Skluy_113.1.3:3",0.030243722,-0.014273647,-0.052403663,-0.202193873,0.045468864,0.222866069,0.171710253,0.076788022,-0.241287433,-0.476701381,-0.463639877,-0.418430549,-0.117441439,-0.131681631,-0.052818913,-0.14855759
"535","'PCCGCIGL_03223'","Skluy_15.5.1:1",-0.303480473,-0.255007201,-0.094682271,-0.258256399,0.007815771,0.281887557,-0.179957634,0.018176263,0.270757431,0.4151403,0.420645074,0.273983827,0.195701693,0.022805617,-0.011564833,0.098197141
"536","'PCCGCIGL_05723'","Skluy_54.1.2:2",-0.381131186,-0.039515796,-0.295127173,-0.35867267,-0.335366628,-0.256098089,-0.169158873,-0.604715433,0.306610568,0.552598511,0.529954548,0.588249393,-0.502924987,-0.717972252,-0.486461035,-0.56543782
"537","'PCCGCIGL_00139'","Skluy_56.1.18:18",-1.657398529,-1.510254711,-1.410237208,-1.478503608,-1.33110428,-1.079863129,-1.314983833,-1.343376123,-1.177833995,-0.926536947,-1.039728809,-1.182351259,-0.422243854,-0.529980604,-0.653217693,-0.622948109
"538","'PCCGCIGL_02785'","Skluy_118.1.5:5",-0.18040156,0.024097026,-0.174967265,-0.479520937,-0.049763549,-0.236172807,-0.285430947,-0.273487196,-0.975101908,-1.350478611,-1.318624765,-0.91811005,-0.204432594,-0.295927723,-0.425509932,-0.231043631
"539","'PCCGCIGL_02100'","Skluy_81.1.14:14",-0.122096404,-0.469226027,-0.429970414,-0.619023725,0.135654263,0.080603369,0.201833453,0.130919109,-0.100537421,-0.522219981,-0.363120215,-0.223882549,-0.332215026,-0.911913632,-0.717717046,-0.852279351
"540","'PCCGCIGL_02100'","Skluy_13.2.3:3",-3.865193992,-3.46078002,-3.992279823,-3.577619195,-5.845048525,-7.042134582,-6.801251857,-7.0154697,-0.6456295,-0.748850546,-0.928553089,-0.995239434,-0.242582362,1.845008492,0.397859547,-0.970170096
"541","'PCCGCIGL_05248'","Skluy_80.1.21:21",0.12334152,0.164808652,0.160008624,0.011196795,-0.109026908,-0.107066974,-0.000568088,-0.03844192,-0.192320142,-0.183421963,0.059126963,0.05301199,0.156510394,0.14137142,0.078780438,-0.029065513
"542","'PCCGCIGL_04073'","Skluy_51.2.22:22",0.556626953,0.488102869,0.563021725,0.421048891,0.065948341,0.030184283,0.115462206,0.080694871,0.794464311,0.777208805,0.763630758,0.707043493,0.064944432,-0.00595512,0.252042803,0.156087881
"543","'PCCGCIGL_03211'","Skluy_74.4.6:6",0.39470831,0.57922584,0.551826347,0.637707452,0.565222841,0.566597978,0.304682981,0.378824096,-0.058878656,0.169248499,-0.060273066,0.137336196,-0.7583902,-0.576979051,-0.865739596,-0.722373788
"544","'PCCGCIGL_04880'","Skluy_26.2.6:6",-1.116388063,-1.223566483,-0.990601898,-1.089210096,-0.927268077,-0.756118705,-0.861321207,-0.834393339,-1.200518207,-1.228457465,-1.198397171,-1.169244823,0.198041923,0.270773271,0.433142823,0.318296374
"545","'PCCGCIGL_07576'","Skluy_173.2.3:3",0.169822013,0.149770535,-0.147605261,0.05109393,-0.003484272,0.207274827,-0.147706008,-0.07207647,1.515433708,1.712733563,1.584738527,1.499857143,-0.007472799,-0.145720691,-0.005690918,0.110805207
"546","'PCCGCIGL_04287'","Skluy_1.2.12:12",1.159774317,0.910157532,1.211375992,0.940001971,0.600198129,0.739278709,0.676784904,0.759454587,-0.368681893,-0.251417205,-0.195612384,-0.400982501,-0.646333098,-0.376131277,-0.394110397,-0.50804142
"547","'PCCGCIGL_03551'","Skluy_18.4.3:3",-0.43474994,-0.26442479,-0.295922365,-0.497469704,-0.508973185,-0.194107726,-0.332776466,-0.29744993,-0.810220838,-0.717907003,-0.795980716,-0.610215067,-0.921793004,-0.994373031,-0.658616929,-0.951245672
"548","'PCCGCIGL_08193'","Skluy_11.4.14:14",0.571733028,0.235850528,0.244818883,0.47189085,0.36005414,-0.100572947,0.306293598,0.207661892,0.474251444,0.256834184,0.307830349,0.102061616,0.177236845,-0.060948517,-0.253589764,-0.062528309
"549","'PCCGCIGL_07937'","Skluy_29.2.17:17",0.597194258,0.572155443,0.612181867,0.348208369,1.083626068,1.157333236,1.268865792,1.479242845,-0.554199332,-0.424122127,-0.45721021,-0.327922812,-0.771940628,-0.73862425,-1.159762041,-1.109767173
"550","'PCCGCIGL_07937'","Skluy_30.1.33:33",-2.132837918,-2.316854781,-2.45640038,-2.322779537,6.204102124,6.272548535,6.12284884,6.22995898,0.66684959,0.678809874,0.861945392,0.920522359,-4.824468462,-4.698642144,-4.910515318,-5.113581771
"551","'PCCGCIGL_08135'","Skluy_11.2.4:4",NA,2.047272132,4.116477118,NA,-1.10722901,NA,-0.90138236,1.299233825,NA,NA,NA,-0.018606049,NA,0.367149296,4.366277221,4.21623212
"552","'PCCGCIGL_02035'","Skluy_19.4.9:9",0.131138184,0.096570741,0.067821947,0.092726322,0.11018153,0.13060168,0.183564403,0.008219982,0.076587064,-0.064751528,-0.086984489,0.073564693,0.047606027,-0.116783355,-0.012427755,-0.277449831
"553","'PCCGCIGL_02402'","Skluy_137.3.5:5",0.23371213,0.207385956,0.093696194,0.115718869,0.195040623,0.22127217,0.311586293,0.296125517,-0.587050027,-0.227601238,-0.152358807,-0.277908754,0.1437984,-0.018873218,-0.112575747,-0.046420445
"554","'PCCGCIGL_01858'","Skluy_28.5.4:4",-0.024742485,-0.331498479,-0.328071357,-0.383819927,-0.588353121,-0.719753671,-0.541213814,-0.476680234,0.436983501,0.312504247,0.300632245,0.226445717,-0.042788124,-0.309143714,-0.415792953,-0.216091271
"555","'PCCGCIGL_05255'","Skluy_80.1.16:16",-1.219405021,-1.151208089,-1.540162344,-1.349066194,-0.981561977,-0.982703503,-1.009151156,-1.128563733,-1.266977906,-1.372872533,-1.614454852,-1.130339524,-0.811272161,-1.540863903,-0.948957492,-0.856470667
"556","'PCCGCIGL_00761'","Skluy_16.2.20:20",0.118313421,0.089842832,0.13451507,0.091036451,-0.059535946,-0.009475617,0.04217205,0.059946295,0.400732216,0.542496011,0.482020181,0.444806144,-0.243043307,-0.02797579,-0.121298606,-0.050072875
"557","'PCCGCIGL_03048'","Skluy_47.1.13:13",-0.183937863,0.060386155,0.114147561,0.056381896,0.297834079,0.233064203,0.266658189,0.362225148,-0.843650265,-0.661273941,-0.84169266,-0.759542125,0.365624408,0.262483659,0.213763803,0.344784427
"558","'PCCGCIGL_03420'","Skluy_5.2.59:59",-0.383240629,-0.70196137,-0.965396494,-0.967845203,-1.723228124,-1.851748813,-1.56156369,-1.734129192,-0.372718102,-0.998911254,-0.64499547,0.009845826,-0.494617478,-0.153908663,-0.711743092,-0.210002417
"559","'PCCGCIGL_07027'","Skluy_0.1.1:1",3.095909907,3.109923581,3.69012766,3.91812876,2.208618471,2.165738144,1.630049389,1.836713938,2.464386035,2.14675407,2.678435754,2.705237535,0.908972986,1.300214626,0.972021382,1.483873443
"560","'PCCGCIGL_07027'","Skluy_76.1.1:1",3.0303898,3.160842204,2.694801348,3.076345696,1.906218296,1.562807971,1.944075959,1.655628958,2.86315729,1.834071048,2.406403244,2.699028141,0.986469948,1.082468532,0.783558073,0.650973489
"561","'PCCGCIGL_07238'","Skluy_0.4.22:22",0.132523045,0.260498691,0.052798412,0.257120629,0.103991824,0.112375964,0.141285141,-0.045450904,-0.005710851,-0.113322556,-0.144006944,-0.122106707,-0.035958377,0.020732904,0.134417937,0.164803111
"562","'PCCGCIGL_02705'","Skluy_88.1.4:4",0.21717599,0.152693698,0.143592797,0.193108096,0.313770383,0.186998282,0.290152637,0.307771036,0.295742658,0.366688377,0.415789791,0.263696303,0.077157201,-0.029392932,0.198109679,0.012881351
"563","'PCCGCIGL_06636'","Skluy_12.2.18:18",-0.243965342,-0.172668682,0.009859787,-0.014990362,0.144217267,-0.004467877,0.056785222,0.153636097,0.33318656,0.37313824,0.441319237,0.220960784,0.188498839,0.247675907,0.415027782,0.145215307
"564","'PCCGCIGL_00141'","Skluy_56.1.17:17",0.070571921,-0.123770837,-0.086072478,0.010912391,0.285563597,0.068505984,0.165833648,-0.027219505,0.613111719,0.370625843,0.316405303,0.362772229,0.129871339,0.120583789,-0.00415823,0.184522779
"565","'PCCGCIGL_06627'","Skluy_12.2.21:21",-0.336635991,-0.353919609,-0.074858469,-0.244123988,-0.05292013,-0.318011433,-0.083492626,-0.222844062,-0.489461067,-0.514364477,-0.353607121,-0.411402233,-0.149323364,-0.311956251,-0.254716794,-0.261537184
"566","'PCCGCIGL_00493'","Skluy_67.3.10:10",-0.159247369,-0.066695658,-0.028507227,0.007223864,0.16567056,0.173101997,0.225459356,0.498501883,-0.958543646,-1.084447807,-1.004987654,-0.919330601,0.254475715,0.238329376,0.215024789,0.181036167
"567","'PCCGCIGL_07980'","Skluy_64.1.4:4",-0.024168642,0.212140096,0.028325538,0.162036113,-0.091565106,0.095821978,-0.01291696,-0.074359529,-0.653971197,-0.208884119,-0.315828726,-0.246862832,0.016726414,-0.014299762,-0.172151774,-0.148197688
"568","'PCCGCIGL_00315'","Skluy_21.2.18:18",-0.347502761,-0.343771958,-0.258248699,-0.257043352,-0.331960653,0.028597663,-0.224313178,-0.013395104,-0.261798657,-0.215719577,-0.104741783,-0.444125524,-0.270697111,-0.292087522,-0.138747166,-0.306023039
"569","'PCCGCIGL_01150'","Skluy_13.3.21:21",0.312429419,0.056131274,0.126508768,0.124598375,0.488725906,0.47435043,0.297687933,0.483357361,0.482408751,0.534008119,0.502652093,0.474234518,0.147591057,-0.05104052,0.120986451,0.092544418
"570","'PCCGCIGL_06779'","Skluy_99.2.14:14",-0.269349304,-0.210156842,-0.107095835,-0.281394308,-0.440446503,-0.379494312,-0.34606242,-0.464556653,0.022747316,0.06843224,0.175979545,0.1422116,0.092682537,0.190048898,-0.026313244,0.029892905
"571","'PCCGCIGL_05166'","Skluy_10.6.10:10",-0.46677578,-0.333067945,-0.508114512,-0.52846747,-0.045863238,-0.293032058,-0.019565762,-0.019923495,-0.65258467,-0.782168636,-0.598306976,-0.744421251,-0.158553858,-0.477726882,-0.356818202,-0.383718389
"572","'PCCGCIGL_00203'","Skluy_41.2.4:4",0.079232902,0.400390224,0.410796605,0.521754861,0.167962092,-0.180144075,-0.052126623,0.159862916,0.102613084,0.3564812,0.46584872,0.36157142,-0.092495278,0.444255938,0.609570423,0.099248378
